,gbt_prob_default,lr_prob_default,lgd,loan_amnt
606,3.69E-02,1.83E-01,0.20,7500
607,9.92E-01,1.33E-01,0.20,9975
608,1.21E-02,2.01E-02,0.20,25000
609,1.92E-01,2.02E-01,0.20,3000
610,1.66E-01,3.11E-01,0.20,5000
611,3.38E-02,6.05E-03,0.20,12000
612,9.84E-01,1.27E-01,0.20,3150
613,2.98E-04,2.32E-01,0.20,16000
614,1.93E-02,1.47E-01,0.20,10000
615,3.17E-03,2.65E-01,0.20,6500
616,1.17E-01,2.28E-02,0.20,12000
617,9.81E-01,2.94E-02,0.20,8000
618,1.00E+00,4.81E-01,0.20,4750
619,8.90E-02,1.97E-01,0.20,8000
620,2.35E-01,8.51E-02,0.20,3600
621,6.79E-04,1.07E-01,0.20,2800
622,1.49E-02,4.33E-01,0.20,14400
623,6.02E-04,1.76E-01,0.20,12000
624,2.55E-04,1.25E-01,0.20,9000
625,1.80E-03,3.65E-02,0.20,3300
626,1.83E-03,7.67E-02,0.20,5000
627,7.11E-02,1.45E-02,0.20,8400
628,4.39E-02,2.72E-01,0.20,10000
629,1.06E-01,3.77E-01,0.20,4000
630,3.12E-01,2.89E-01,0.20,12000
631,4.20E-02,3.37E-02,0.20,12000
632,1.38E-01,2.36E-01,0.20,8400
633,6.91E-02,2.07E-01,0.20,3200
634,1.22E-01,2.05E-01,0.20,12800
635,9.94E-01,3.15E-01,0.20,6500
636,8.16E-04,1.33E-01,0.20,10000
637,2.75E-02,9.06E-02,0.20,3000
638,9.94E-01,4.54E-01,0.20,12500
639,2.83E-02,4.32E-01,0.20,5000
640,9.64E-01,7.27E-02,0.20,3100
641,2.45E-01,2.12E-01,0.20,10000
642,1.39E-02,7.91E-02,0.20,11000
643,1.61E-01,5.64E-02,0.20,14400
644,1.15E-03,3.37E-01,0.20,1200
645,1.10E-01,2.64E-01,0.20,7000
646,9.66E-04,2.90E-01,0.20,20000
647,1.80E-03,1.04E-01,0.20,2500
648,1.38E-02,2.42E-01,0.20,2300
649,5.37E-01,3.74E-01,0.20,15600
650,1.20E-02,1.43E-01,0.20,5000
651,5.20E-03,8.34E-02,0.20,7000
652,2.82E-02,1.11E-01,0.20,5000
653,6.00E-03,2.65E-01,0.20,12000
654,1.36E-03,8.07E-02,0.20,15000
655,2.17E-03,3.62E-02,0.20,10800
656,9.96E-01,5.26E-01,0.20,15000
657,6.69E-04,1.34E-01,0.20,2500
658,7.40E-02,1.50E-01,0.20,4000
659,9.88E-01,4.10E-01,0.20,8700
660,5.10E-05,3.85E-01,0.20,10000
661,7.17E-03,1.41E-05,0.20,18000
662,6.87E-01,3.06E-01,0.20,1375
663,2.39E-01,4.52E-01,0.20,15000
664,6.87E-04,1.62E-01,0.20,5000
665,3.01E-03,1.70E-01,0.20,11600
666,1.00E+00,5.57E-01,0.20,6700
667,5.28E-04,1.68E-01,0.20,6900
668,1.83E-02,2.28E-01,0.20,12000
669,1.86E-05,3.93E-01,0.20,10000
670,8.41E-02,2.51E-01,0.20,6000
671,6.08E-03,2.37E-01,0.20,1500
672,3.75E-02,1.29E-01,0.20,5200
673,2.74E-01,1.97E-01,0.20,2500
674,1.00E+00,4.56E-01,0.20,15000
675,2.86E-02,4.06E-01,0.20,6250
676,3.72E-02,3.26E-01,0.20,14000
677,5.62E-03,4.91E-02,0.20,4700
678,1.52E-03,1.07E-01,0.20,13000
679,2.48E-02,8.07E-02,0.20,15000
680,3.54E-02,2.08E-01,0.20,8000
681,1.24E-02,2.02E-01,0.20,6000
682,1.07E-01,3.49E-01,0.20,3600
683,1.23E-01,3.35E-01,0.20,10200
684,8.73E-05,1.64E-01,0.20,15000
685,1.12E-02,1.02E-04,0.20,12800
686,4.99E-01,3.78E-01,0.20,12000
687,8.44E-01,3.36E-01,0.20,4000
688,6.94E-02,2.90E-01,0.20,20000
689,1.61E-03,8.79E-02,0.20,6400
690,9.04E-04,3.23E-02,0.20,4000
691,9.97E-01,4.49E-01,0.20,14000
692,3.83E-03,1.61E-01,0.20,7200
693,4.54E-02,1.59E-01,0.20,2500
694,2.76E-03,2.24E-01,0.20,6500
695,5.34E-02,3.69E-01,0.20,12000
696,3.39E-04,4.40E-01,0.20,11000
697,3.43E-04,3.74E-01,0.20,10000
698,3.25E-05,1.22E-02,0.20,6000
699,9.10E-03,1.83E-01,0.20,6000
700,1.06E-01,2.58E-01,0.20,9750
701,7.30E-02,2.12E-01,0.20,8500
702,9.97E-01,4.47E-01,0.20,9000
703,8.35E-02,2.14E-01,0.20,8575
704,2.59E-01,3.39E-01,0.20,10400
705,4.28E-03,3.66E-01,0.20,10000
706,1.00E+00,4.24E-01,0.20,2800
707,2.43E-02,1.36E-02,0.20,10800
708,5.84E-02,1.72E-01,0.20,12500
709,2.19E-02,3.03E-01,0.20,16800
710,2.30E-04,3.58E-02,0.20,5000
711,2.24E-02,2.45E-01,0.20,10450
712,1.84E-01,2.54E-01,0.20,2000
713,2.51E-02,1.74E-02,0.20,7500
714,1.00E+00,4.47E-01,0.20,5000
715,2.53E-01,1.47E-01,0.20,11500
716,4.62E-02,2.97E-01,0.20,15000
717,1.38E-02,1.30E-01,0.20,20000
718,1.00E+00,5.55E-01,0.20,7000
719,9.98E-01,4.94E-01,0.20,16000
720,7.99E-04,9.77E-02,0.20,5600
721,6.58E-03,1.25E-01,0.20,12000
722,1.00E+00,5.12E-01,0.20,5900
723,8.07E-01,1.43E-01,0.20,15000
724,7.93E-02,3.99E-01,0.20,7000
725,9.97E-01,4.80E-01,0.20,10625
726,8.45E-02,3.04E-01,0.20,10000
727,6.52E-02,6.05E-01,0.20,24000
728,5.70E-02,2.31E-02,0.20,1500
729,1.72E-02,6.86E-02,0.20,16000
730,1.83E-03,5.20E-02,0.20,3000
731,1.30E-02,1.61E-02,0.20,3000
732,4.01E-03,3.07E-01,0.20,7500
733,9.04E-02,5.99E-02,0.20,3000
734,3.25E-01,1.94E-01,0.20,4000
735,3.92E-01,2.40E-01,0.20,9600
736,4.93E-02,1.11E-01,0.20,5000
737,4.87E-02,3.46E-01,0.20,14000
738,1.60E-02,2.59E-01,0.20,6400
739,2.15E-01,1.58E-01,0.20,10000
740,4.12E-02,7.48E-02,0.20,12000
741,3.09E-02,4.17E-01,0.20,12000
742,4.35E-03,5.83E-01,0.20,20000
743,2.43E-01,3.80E-01,0.20,7500
744,6.80E-02,2.03E-01,0.20,1500
745,3.11E-02,3.02E-01,0.20,8400
746,1.56E-03,2.14E-01,0.20,8800
747,6.98E-01,3.30E-01,0.20,1500
748,1.54E-02,3.58E-01,0.20,4800
749,1.28E-02,1.84E-01,0.20,4900
750,6.67E-02,1.83E-01,0.20,20000
751,1.05E-04,8.70E-02,0.20,2500
752,1.17E-02,5.93E-03,0.20,20000
753,1.99E-01,2.05E-01,0.20,6000
754,6.67E-04,4.00E-02,0.20,4200
755,1.58E-02,8.95E-02,0.20,10000
756,2.77E-01,4.08E-01,0.20,9000
757,8.81E-01,4.12E-01,0.20,20500
758,9.98E-01,4.46E-01,0.20,18800
759,9.81E-01,2.88E-01,0.20,7000
760,2.03E-04,2.40E-02,0.20,3000
761,8.86E-01,5.58E-01,0.20,20000
762,2.00E-01,1.61E-01,0.20,3000
763,6.03E-04,2.33E-02,0.20,16000
764,9.76E-02,8.17E-02,0.20,3000
765,1.84E-01,2.08E-02,0.20,10000
766,1.49E-01,7.61E-02,0.20,24250
767,4.12E-02,1.17E-01,0.20,20000
768,7.89E-02,2.15E-01,0.20,4500
769,2.09E-02,2.40E-01,0.20,10000
770,2.34E-02,1.85E-01,0.20,5000
771,1.51E-02,3.04E-03,0.20,8000
772,4.34E-01,3.08E-01,0.20,4500
773,3.87E-02,1.48E-01,0.20,6000
774,4.18E-03,1.16E-02,0.20,4000
775,2.58E-03,2.02E-01,0.20,6000
776,5.49E-02,2.57E-01,0.20,16525
777,3.59E-02,3.32E-01,0.20,2500
778,2.61E-02,2.22E-01,0.20,12800
779,9.98E-01,5.21E-01,0.20,9500
780,3.05E-04,3.18E-01,0.20,12000
781,1.16E-03,4.98E-01,0.20,7500
782,1.44E-06,5.10E-03,0.20,7200
783,1.21E-03,3.79E-01,0.20,9000
784,4.64E-02,2.11E-01,0.20,5000
785,3.25E-03,7.97E-02,0.20,5400
786,4.06E-03,5.93E-01,0.20,13000
787,2.81E-04,1.16E-01,0.20,15000
788,9.99E-01,5.16E-01,0.20,11975
789,9.86E-01,4.74E-01,0.20,1300
790,1.00E+00,5.02E-01,0.20,16000
791,5.02E-02,3.36E-01,0.20,10625
792,2.34E-02,2.75E-02,0.20,10000
793,3.97E-03,1.75E-01,0.20,3600
794,7.91E-02,3.83E-01,0.20,5000
795,9.91E-01,4.76E-01,0.20,15000
796,2.70E-02,2.18E-01,0.20,5000
797,3.96E-02,2.53E-01,0.20,4200
798,1.95E-01,5.52E-02,0.20,6625
799,9.93E-01,4.48E-01,0.20,20000
800,2.45E-05,2.09E-04,0.20,15000
801,9.99E-01,4.44E-01,0.20,10000
802,8.38E-02,1.55E-01,0.20,2800
803,4.28E-01,8.72E-02,0.20,4050
804,8.45E-02,1.88E-01,0.20,4200
805,1.39E-01,7.04E-02,0.20,3000
806,8.85E-02,4.34E-01,0.20,7500
807,4.53E-02,6.06E-01,0.20,16700
808,1.87E-02,3.56E-01,0.20,3500
809,7.24E-02,3.30E-01,0.20,10400
810,9.65E-02,2.47E-01,0.20,13000
811,3.46E-01,4.05E-01,0.20,5000
812,4.05E-02,1.61E-01,0.20,25000
813,1.37E-04,5.20E-02,0.20,3000
814,2.94E-01,1.73E-01,0.20,5000
815,1.95E-02,7.78E-02,0.20,4200
816,4.27E-02,4.89E-01,0.20,16750
817,5.03E-03,2.16E-01,0.20,3000
818,3.98E-02,6.11E-02,0.20,2100
819,5.19E-03,2.23E-01,0.20,7200
820,2.53E-01,2.48E-01,0.20,10000
821,9.99E-01,5.41E-01,0.20,25000
822,2.58E-01,2.64E-01,0.20,4000
823,2.16E-03,1.18E-01,0.20,12200
824,9.90E-01,3.36E-01,0.20,11000
825,5.22E-02,3.09E-01,0.20,5700
826,8.36E-02,2.05E-01,0.20,5100
827,6.67E-02,4.11E-01,0.20,11000
828,3.74E-01,2.18E-01,0.20,5000
829,5.93E-02,3.48E-01,0.20,10000
830,1.81E-02,1.64E-01,0.20,15000
831,3.32E-02,4.09E-01,0.20,6000
832,7.69E-02,3.93E-01,0.20,5000
833,6.00E-03,6.76E-02,0.20,6000
834,3.99E-01,1.38E-01,0.20,3600
835,9.87E-01,4.28E-01,0.20,20000
836,7.00E-01,3.49E-01,0.20,1400
837,1.89E-01,4.10E-01,0.20,8400
838,1.80E-02,1.27E-02,0.20,6400
839,1.59E-01,3.80E-01,0.20,14000
840,1.70E-01,2.87E-01,0.20,10000
841,8.90E-04,4.46E-02,0.20,9800
842,4.92E-04,9.18E-02,0.20,20000
843,3.82E-02,3.85E-01,0.20,1500
844,6.00E-03,7.02E-02,0.20,6000
845,1.39E-01,2.97E-01,0.20,8000
846,1.00E+00,4.94E-01,0.20,2500
847,6.83E-03,2.59E-01,0.20,12000
848,5.66E-05,6.88E-02,0.20,20000
849,1.00E+00,6.18E-01,0.20,25000
850,9.82E-01,2.50E-01,0.20,12000
851,5.60E-03,2.46E-01,0.20,16000
852,1.18E-01,4.30E-01,0.20,25000
853,1.65E-02,1.03E-01,0.20,6000
854,4.28E-02,2.38E-01,0.20,3600
855,3.50E-01,4.98E-01,0.20,11000
856,9.69E-01,3.72E-01,0.20,6000
857,1.05E-02,2.90E-01,0.20,8000
858,6.01E-03,1.87E-03,0.20,7200
859,1.00E+00,4.07E-01,0.20,15000
860,9.22E-04,4.91E-02,0.20,10000
861,3.85E-01,4.07E-01,0.20,2400
862,1.46E-02,4.22E-01,0.20,1500
863,8.26E-05,1.43E-01,0.20,4000
864,1.03E-01,2.36E-01,0.20,8400
865,1.00E+00,4.67E-01,0.20,6025
866,3.58E-02,1.16E-01,0.20,15000
867,9.07E-02,1.32E-01,0.20,10500
868,1.19E-04,5.11E-03,0.20,7000
869,9.92E-01,5.74E-01,0.20,15000
870,1.26E-05,3.04E-01,0.20,10400
871,3.09E-01,1.08E-03,0.20,2400
872,8.97E-02,1.98E-01,0.20,5000
873,5.83E-02,3.33E-01,0.20,20000
874,1.19E-02,3.31E-01,0.20,7000
875,1.71E-01,1.85E-02,0.20,10000
876,1.56E-01,3.42E-01,0.20,20000
877,1.27E-02,3.13E-01,0.20,8500
878,1.03E-01,4.12E-01,0.20,8000
879,1.76E-01,2.57E-01,0.20,1000
880,9.92E-01,4.67E-01,0.20,12000
881,2.08E-01,1.60E-01,0.20,5000
882,1.71E-02,5.61E-03,0.20,10000
883,9.83E-01,2.61E-01,0.20,2800
884,1.41E-02,4.07E-01,0.20,11000
885,1.75E-02,2.96E-01,0.20,10800
886,4.75E-02,1.30E-01,0.20,6625
887,1.49E-02,4.59E-03,0.20,10000
888,7.78E-02,2.53E-01,0.20,13000
889,6.64E-02,2.34E-01,0.20,2500
890,1.76E-03,1.74E-01,0.20,6000
891,3.13E-01,4.31E-01,0.20,8000
892,6.79E-01,1.74E-01,0.20,3500
893,3.24E-02,2.72E-01,0.20,4000
894,6.72E-02,4.45E-01,0.20,5500
895,3.87E-03,3.24E-01,0.20,12000
896,1.24E-01,4.08E-01,0.20,20000
897,2.06E-04,2.14E-01,0.20,10500
898,4.35E-02,2.03E-01,0.20,5000
899,1.21E-02,4.26E-02,0.20,4800
900,3.69E-03,1.20E-01,0.20,4000
901,3.23E-04,2.64E-01,0.20,18750
902,2.45E-02,3.59E-01,0.20,4800
903,4.10E-02,3.05E-01,0.20,6250
904,2.51E-01,2.26E-02,0.20,10000
905,1.47E-01,8.70E-03,0.20,10000
906,9.90E-01,2.89E-01,0.20,1000
907,1.24E-02,9.04E-02,0.20,4800
908,2.96E-02,6.64E-02,0.20,3500
909,1.33E-01,2.93E-01,0.20,3075
910,9.76E-01,4.46E-01,0.20,7500
911,9.08E-02,3.36E-01,0.20,12000
912,6.14E-03,9.45E-02,0.20,12000
913,9.99E-01,4.87E-01,0.20,10500
914,8.86E-02,8.54E-02,0.20,8000
915,9.95E-01,4.53E-01,0.20,14500
916,1.35E-02,2.18E-01,0.20,5000
917,7.40E-04,6.73E-02,0.20,8000
918,4.78E-04,4.09E-01,0.20,7000
919,4.47E-01,3.08E-01,0.20,6000
920,9.92E-01,4.06E-01,0.20,3250
921,2.56E-02,4.78E-03,0.20,4000
922,9.93E-01,1.08E-01,0.20,3600
923,4.36E-02,1.30E-01,0.20,17000
924,6.79E-02,1.96E-01,0.20,14400
925,4.01E-02,7.73E-02,0.20,9250
926,6.75E-03,4.01E-01,0.20,3900
927,1.69E-03,1.02E-01,0.20,25000
928,3.39E-01,1.82E-01,0.20,2500
929,7.54E-03,1.05E-02,0.20,6450
930,1.08E-02,8.54E-02,0.20,8000
931,1.04E-01,2.27E-01,0.20,4450
932,1.13E-01,6.07E-03,0.20,10000
933,5.12E-02,2.27E-01,0.20,15000
934,3.88E-04,1.34E-01,0.20,10500
935,5.46E-03,2.12E-01,0.20,9250
936,2.55E-02,1.42E-01,0.20,2000
937,2.66E-02,1.56E-03,0.20,15000
938,1.96E-01,3.22E-01,0.20,7000
939,3.59E-03,1.72E-02,0.20,15000
940,3.22E-01,2.99E-01,0.20,1500
941,1.68E-01,1.46E-01,0.20,15200
942,1.20E-01,2.77E-01,0.20,8000
943,2.78E-02,4.22E-01,0.20,5000
944,1.93E-01,6.27E-02,0.20,2600
945,2.45E-01,3.08E-01,0.20,6000
946,9.98E-01,5.28E-01,0.20,20000
947,1.60E-01,1.48E-01,0.20,3500
948,6.31E-02,3.40E-01,0.20,4000
949,9.77E-01,3.90E-01,0.20,8400
950,1.97E-01,3.53E-01,0.20,4700
951,2.53E-04,9.89E-04,0.20,5000
952,1.68E-02,3.69E-02,0.20,1500
953,9.03E-02,2.21E-01,0.20,9000
954,9.98E-01,5.17E-01,0.20,12000
955,9.06E-03,9.77E-03,0.20,2000
956,8.30E-02,8.51E-02,0.20,8000
957,6.42E-04,3.66E-01,0.20,10000
958,9.91E-01,2.16E-03,0.20,35000
959,8.82E-03,2.90E-01,0.20,20000
960,9.98E-01,1.76E-01,0.20,15000
961,4.86E-02,9.27E-02,0.20,9000
962,2.08E-02,8.05E-03,0.20,21000
963,1.64E-03,3.47E-01,0.20,9200
964,6.82E-04,2.02E-01,0.20,3000
965,2.01E-02,8.72E-02,0.20,12000
966,1.87E-01,2.81E-01,0.20,5000
967,1.47E-01,3.01E-01,0.20,5500
968,5.39E-02,3.82E-01,0.20,10000
969,1.64E-01,1.28E-01,0.20,6000
970,8.30E-03,2.47E-01,0.20,4500
971,3.76E-01,3.70E-01,0.20,24000
972,4.93E-02,6.02E-02,0.20,9000
973,5.89E-02,9.77E-02,0.20,5600
974,3.76E-01,2.28E-01,0.20,9000
975,9.86E-01,4.66E-01,0.20,13250
976,7.10E-02,1.55E-01,0.20,7500
977,3.30E-02,2.66E-01,0.20,5000
978,5.50E-03,3.50E-01,0.20,15000
979,3.98E-02,1.79E-08,0.20,14000
980,1.92E-01,1.60E-01,0.20,3000
981,3.17E-01,2.08E-01,0.20,2400
982,1.51E-03,4.40E-01,0.20,25000
983,1.14E-01,3.21E-01,0.20,4300
984,9.99E-01,1.77E-01,0.20,6000
985,3.36E-03,6.29E-02,0.20,3000
986,4.45E-02,3.43E-02,0.20,15200
987,5.48E-02,7.00E-02,0.20,9000
988,2.99E-03,3.60E-01,0.20,5500
989,8.34E-02,1.03E-01,0.20,4000
990,9.97E-01,3.68E-01,0.20,4000
991,3.89E-02,3.80E-01,0.20,20000
992,9.51E-02,2.34E-01,0.20,7000
993,1.23E-01,1.82E-01,0.20,12000
994,5.67E-02,1.76E-01,0.20,4800
995,9.91E-01,4.13E-01,0.20,3500
996,4.06E-03,7.24E-02,0.20,4800
997,9.33E-03,1.77E-01,0.20,4500
998,1.63E-03,2.07E-02,0.20,12000
999,5.00E-02,2.40E-01,0.20,9600
1000,9.98E-01,4.45E-01,0.20,18000
1001,1.63E-01,4.20E-01,0.20,5850
1002,4.15E-02,2.16E-01,0.20,3000
1003,2.14E-01,4.36E-01,0.20,1200
1004,9.95E-04,1.01E-01,0.20,15000
1005,1.61E-01,4.95E-02,0.20,1750
1006,4.21E-02,1.33E-01,0.20,4550
1007,2.51E-02,3.91E-01,0.20,10000
1008,1.00E+00,4.67E-01,0.20,9750
1009,1.29E-02,1.63E-02,0.20,9000
1010,9.89E-01,3.47E-02,0.20,13425
1011,1.29E-02,3.40E-01,0.20,7000
1012,7.48E-06,8.63E-02,0.20,10000
1013,3.13E-04,2.96E-01,0.20,10800
1014,4.52E-02,1.55E-01,0.20,20000
1015,5.47E-03,4.58E-02,0.20,5525
1016,3.05E-02,5.98E-02,0.20,15000
1017,2.29E-02,3.35E-01,0.20,12500
1018,5.12E-02,3.25E-01,0.20,6400
1019,4.08E-01,1.32E-01,0.20,2700
1020,9.28E-02,1.70E-01,0.20,7800
1021,1.00E+00,4.06E-01,0.20,15000
1022,8.85E-02,1.94E-01,0.20,15000
1023,4.78E-02,1.56E-03,0.20,15000
1024,4.54E-02,2.06E-01,0.20,18000
1025,3.88E-02,2.60E-01,0.20,7500
1026,1.99E-01,6.53E-03,0.20,5000
1027,3.69E-01,1.41E-01,0.20,5000
1028,4.24E-02,1.30E-01,0.20,1800
1029,3.08E-01,4.06E-01,0.20,7400
1030,8.09E-02,3.10E-01,0.20,8000
1031,3.85E-02,1.01E-01,0.20,4000
1032,1.00E+00,5.63E-01,0.20,15250
1033,6.46E-02,1.89E-01,0.20,18500
1034,1.61E-02,9.42E-02,0.20,20000
1035,2.07E-02,3.30E-01,0.20,11500
1036,1.26E-04,1.15E-01,0.20,9250
1037,9.93E-01,4.33E-01,0.20,2400
1038,2.83E-02,3.89E-01,0.20,7500
1039,1.04E-04,1.25E-01,0.20,12000
1040,9.95E-01,4.98E-01,0.20,20000
1041,6.01E-02,1.82E-01,0.20,1000
1042,1.91E-02,3.50E-02,0.20,7000
1043,3.03E-02,1.51E-01,0.20,8000
1044,4.93E-02,1.56E-01,0.20,7000
1045,9.95E-01,4.05E-01,0.20,3200
1046,8.02E-02,1.99E-01,0.20,10000
1047,1.16E-01,2.67E-02,0.20,9000
1048,3.30E-01,1.40E-01,0.20,34800
1049,9.49E-02,2.79E-01,0.20,2900
1050,9.99E-01,5.37E-01,0.20,12000
1051,1.05E-02,7.15E-02,0.20,2400
1052,9.96E-01,4.28E-01,0.20,20000
1053,3.93E-03,3.52E-02,0.20,20000
1054,7.73E-02,2.39E-01,0.20,30000
1055,8.03E-03,1.95E-01,0.20,5600
1056,1.66E-02,4.09E-02,0.20,12000
1057,1.33E-01,2.22E-01,0.20,3000
1058,7.69E-03,2.02E-01,0.20,7700
1059,9.99E-01,4.03E-01,0.20,2000
1060,9.97E-01,5.00E-01,0.20,25000
1061,1.23E-01,3.57E-01,0.20,10000
1062,1.00E+00,5.34E-01,0.20,16050
1063,1.56E-05,1.99E-01,0.20,6000
1064,9.39E-01,3.23E-01,0.20,12750
1065,2.27E-02,2.38E-01,0.20,8000
1066,1.19E-01,2.04E-01,0.20,8000
1067,7.25E-03,3.56E-05,0.20,15000
1068,3.24E-02,1.56E-01,0.20,6000
1069,9.97E-01,4.29E-01,0.20,3000
1070,1.44E-02,2.16E-02,0.20,2000
1071,2.37E-01,3.05E-01,0.20,2500
1072,7.16E-02,1.58E-01,0.20,10000
1073,6.73E-01,2.78E-01,0.20,2400
1074,1.39E-02,5.69E-02,0.20,2000
1075,4.19E-03,3.21E-01,0.20,10000
1076,6.63E-02,1.74E-01,0.20,10000
1077,2.19E-02,1.68E-01,0.20,5000
1078,1.06E-02,2.31E-01,0.20,9500
1079,4.44E-02,1.55E-01,0.20,20000
1080,5.23E-02,1.36E-01,0.20,4600
1081,5.97E-04,3.97E-02,0.20,13600
1082,2.99E-01,3.34E-01,0.20,3500
1083,1.90E-01,1.32E-01,0.20,5000
1084,3.20E-04,1.54E-01,0.20,10000
1085,9.97E-01,5.00E-01,0.20,10000
1086,7.10E-03,1.47E-01,0.20,10000
1087,1.50E-01,2.17E-01,0.20,17000
1088,2.25E-02,3.21E-01,0.20,10000
1089,9.88E-01,4.37E-01,0.20,12000
1090,9.52E-03,1.08E-01,0.20,12000
1091,1.79E-01,2.91E-01,0.20,3000
1092,5.99E-02,2.04E-01,0.20,8000
1093,2.98E-02,3.66E-01,0.20,10000
1094,2.01E-04,4.43E-02,0.20,10000
1095,3.00E-02,1.35E-01,0.20,1500
1096,2.07E-03,3.19E-01,0.20,5000
1097,2.13E-02,1.90E-01,0.20,1500
1098,1.00E+00,5.07E-01,0.20,13000
1099,9.63E-03,5.87E-01,0.20,27250
1100,1.18E-01,3.44E-01,0.20,1500
1101,1.61E-01,2.70E-02,0.20,7200
1102,8.62E-02,2.42E-01,0.20,9250
1103,3.21E-02,1.00E-01,0.20,21000
1104,1.48E-01,1.35E-01,0.20,6500
1105,1.18E-01,5.98E-02,0.20,15000
1106,1.54E-01,1.31E-01,0.20,25000
1107,6.14E-04,2.12E-01,0.20,22500
1108,1.95E-01,1.75E-01,0.20,6500
1109,2.53E-02,2.89E-01,0.20,4800
1110,1.52E-02,3.07E-03,0.20,10000
1111,7.77E-01,3.16E-01,0.20,7500
1112,1.12E-01,2.96E-01,0.20,21000
1113,4.15E-02,7.20E-02,0.20,24250
1114,2.66E-02,1.15E-01,0.20,16000
1115,2.73E-01,4.21E-01,0.20,5325
1116,5.15E-01,3.31E-01,0.20,7000
1117,1.97E-02,2.51E-01,0.20,20000
1118,9.20E-04,3.72E-01,0.20,14000
1119,1.57E-01,2.17E-01,0.20,8000
1120,8.72E-02,2.13E-01,0.20,4000
1121,1.62E-02,1.90E-01,0.20,5000
1122,5.21E-02,1.49E-01,0.20,7250
1123,1.80E-02,2.17E-01,0.20,22000
1124,1.78E-03,8.10E-02,0.20,12000
1125,2.07E-01,2.96E-01,0.20,7000
1126,2.94E-03,2.04E-01,0.20,2350
1127,1.86E-01,1.54E-01,0.20,3600
1128,1.19E-03,5.29E-02,0.20,2400
1129,1.80E-02,9.28E-02,0.20,9800
1130,1.70E-01,3.37E-01,0.20,5000
1131,3.16E-01,3.63E-01,0.20,7000
1132,1.00E+00,5.55E-01,0.20,18000
1133,1.97E-01,2.67E-02,0.20,12000
1134,2.62E-03,1.48E-01,0.20,10800
1135,3.24E-01,3.31E-01,0.20,5500
1136,9.01E-02,3.93E-01,0.20,12000
1137,1.60E-02,3.25E-01,0.20,7500
1138,2.34E-02,1.79E-02,0.20,4000
1139,9.86E-01,2.56E-01,0.20,18000
1140,2.58E-01,1.45E-01,0.20,1500
1141,1.22E-01,4.34E-01,0.20,8875
1142,7.44E-02,4.50E-01,0.20,7000
1143,3.58E-02,2.62E-02,0.20,8600
1144,1.00E+00,4.85E-01,0.20,6250
1145,3.59E-04,1.21E-01,0.20,1000
1146,3.96E-02,3.55E-01,0.20,5400
1147,1.93E-02,1.87E-01,0.20,4000
1148,4.20E-02,9.03E-02,0.20,8000
1149,4.74E-04,9.68E-02,0.20,4200
1150,4.47E-04,1.49E-02,0.20,3000
1151,6.88E-05,3.73E-01,0.20,4200
1152,1.00E+00,5.31E-01,0.20,15000
1153,9.95E-01,4.74E-01,0.20,13400
1154,1.27E-01,3.88E-02,0.20,2000
1155,5.91E-02,4.11E-01,0.20,4800
1156,1.00E+00,4.86E-01,0.20,4000
1157,3.13E-03,1.44E-01,0.20,8000
1158,3.22E-02,2.10E-01,0.20,2675
1159,9.88E-02,5.41E-02,0.20,14000
1160,5.68E-03,2.25E-02,0.20,2400
1161,4.15E-03,3.41E-01,0.20,12000
1162,4.12E-03,1.20E-01,0.20,14000
1163,2.64E-01,2.62E-01,0.20,1600
1164,9.01E-02,2.61E-01,0.20,4200
1165,1.86E-01,9.02E-02,0.20,15000
1166,8.66E-03,2.69E-01,0.20,5000
1167,9.96E-01,4.84E-01,0.20,7500
1168,3.22E-03,2.05E-01,0.20,10000
1169,2.20E-02,3.71E-01,0.20,6000
1170,5.15E-04,2.88E-01,0.20,3600
1171,3.27E-02,1.79E-01,0.20,19750
1172,1.13E-01,2.24E-01,0.20,8000
1173,2.64E-01,2.99E-01,0.20,20000
1174,7.84E-02,2.07E-01,0.20,8200
1175,1.16E-01,1.45E-01,0.20,4000
1176,7.72E-02,1.45E-01,0.20,3000
1177,1.00E+00,4.28E-01,0.20,5500
1178,6.70E-02,2.87E-01,0.20,8500
1179,3.87E-05,1.85E-01,0.20,5000
1180,1.66E-01,2.28E-02,0.20,12000
1181,3.40E-04,3.28E-02,0.20,25000
1182,9.85E-01,2.65E-01,0.20,2500
1183,1.55E-01,2.58E-01,0.20,1400
1184,5.32E-02,2.73E-01,0.20,5200
1185,1.11E-03,3.55E-01,0.20,6000
1186,6.07E-01,3.77E-01,0.20,7000
1187,4.42E-02,4.12E-01,0.20,8000
1188,9.98E-01,3.97E-01,0.20,15000
1189,1.38E-01,8.33E-02,0.20,3000
1190,6.88E-02,4.70E-01,0.20,12500
1191,1.44E-04,2.41E-01,0.20,7000
1192,2.20E-02,2.44E-01,0.20,4500
1193,1.12E-02,1.21E-01,0.20,6000
1194,3.21E-01,2.85E-01,0.20,5000
1195,2.46E-02,2.87E-01,0.20,10400
1196,1.68E-03,4.46E-01,0.20,13000
1197,4.68E-02,1.43E-01,0.20,8000
1198,2.55E-01,3.15E-01,0.20,19600
1199,1.32E-01,2.36E-01,0.20,20000
1200,3.02E-02,7.22E-06,0.20,25000
1201,1.23E-02,7.24E-02,0.20,12000
1202,1.22E-01,1.60E-01,0.20,6400
1203,7.87E-02,2.09E-01,0.20,7200
